date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:15:31	24481/24481	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Apr%202020%2014:26:59%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/05/images.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/05/images.jpg	(from https://themebubble.com/demo/webify/creative/about/)
12:15:33	51995/51995	---M-Z	200	added ('OK')	application/json	date:Fri,%2016%20Feb%202024%2006:45:33%20GMT	https://themebubble.com/demo/webify/creative/wp-json/wp/v2/pages/574	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-json/wp/v2/pages/574.json	(from https://themebubble.com/demo/webify/creative/about/)
12:15:33	3033/3033	---M-Z	200	added ('OK')	application/json	date:Fri,%2016%20Feb%202024%2006:45:33%20GMT	https://themebubble.com/demo/webify/creative/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fcreative%2Fabout%2F	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-json/oembed/1.0/embed8786.json	(from https://themebubble.com/demo/webify/creative/about/)
12:15:34	3101/3101	---M-Z	200	added ('OK')	text/xml	date:Fri,%2016%20Feb%202024%2006:45:34%20GMT	https://themebubble.com/demo/webify/creative/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fcreative%2Fabout%2F&format=xml	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-json/oembed/1.0/embed382a	(from https://themebubble.com/demo/webify/creative/about/)
12:15:35	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:45:35%20GMT	http://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/05/hero.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/05/hero.3e.delayed	(from https://themebubble.com/demo/webify/creative/about/)
12:15:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:45:35%20GMT	https://themebubble.com/demo/webify/creative/?p=574	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/indexfe50.html	(from https://themebubble.com/demo/webify/creative/about/)
12:15:36	17537/17537	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Apr%202020%2014:27:18%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/05/hero.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/05/hero.jpg	(from https://themebubble.com/demo/webify/creative/about/)
12:15:37	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:45:37%20GMT	http://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/05/sign.png	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/05/sign.png	(from https://themebubble.com/demo/webify/creative/about/)
12:15:39	92839/92839	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Apr%202020%2014:26:20%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/05/imgggg.png	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/05/imgggg.png	(from https://themebubble.com/demo/webify/creative/about/)
12:15:41	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:45:40%20GMT	http://themebubble.com/demo/webify/wp-content/uploads/2019/03/15.png	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/03/15.png	(from https://themebubble.com/demo/webify/creative/about/)
12:15:41	3364/3364	---M--	200	added ('OK')	image/png	etag:%225e0ee047-d24%22	https://themebubble.com/demo/webify/wp-content/uploads/2019/03/15.png	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/03/15.png	(from https://themebubble.com/demo/webify/creative/about/)
12:15:42	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:45:42%20GMT	http://themebubble.com/demo/webify/wp-content/uploads/2019/03/16.png	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/03/16.png	(from https://themebubble.com/demo/webify/creative/about/)
12:15:43	4441/4441	---M--	200	added ('OK')	image/png	etag:%225e0ee047-1159%22	https://themebubble.com/demo/webify/wp-content/uploads/2019/03/16.png	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/03/16.png	(from https://themebubble.com/demo/webify/creative/about/)
12:15:44	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:45:44%20GMT	http://themebubble.com/demo/webify/wp-content/uploads/2019/03/03.png	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/03/03.png	(from https://themebubble.com/demo/webify/creative/about/)
12:15:45	3626/3626	---M--	200	added ('OK')	image/png	etag:%225e0ee047-e2a%22	https://themebubble.com/demo/webify/wp-content/uploads/2019/03/03.png	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/03/03.png	(from https://themebubble.com/demo/webify/creative/about/)
12:15:46	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:45:46%20GMT	http://themebubble.com/demo/webify/wp-content/uploads/2019/03/14.png	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/03/14.png	(from https://themebubble.com/demo/webify/creative/about/)
12:15:47	5496/5496	---M--	200	added ('OK')	image/png	etag:%225e0ee047-1578%22	https://themebubble.com/demo/webify/wp-content/uploads/2019/03/14.png	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/03/14.png	(from https://themebubble.com/demo/webify/creative/about/)
12:15:48	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:45:48%20GMT	http://themebubble.com/demo/webify/wp-content/uploads/2019/03/13.png	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/03/13.png	(from https://themebubble.com/demo/webify/creative/about/)
12:15:49	8297/8297	---M--	200	added ('OK')	image/png	etag:%225e0ee047-2069%22	https://themebubble.com/demo/webify/wp-content/uploads/2019/03/13.png	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/03/13.png	(from https://themebubble.com/demo/webify/creative/about/)
12:15:50	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:45:50%20GMT	http://themebubble.com/demo/webify/wp-content/uploads/2019/03/12.png	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/03/12.png	(from https://themebubble.com/demo/webify/creative/about/)
12:15:51	7044/7044	---M--	200	added ('OK')	image/png	etag:%225e0ee047-1b84%22	https://themebubble.com/demo/webify/wp-content/uploads/2019/03/12.png	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/03/12.png	(from https://themebubble.com/demo/webify/creative/about/)
12:15:53	473017/473017	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2018%20Sep%202023%2023:28:17%20GMT	https://themebubble.com/demo/webify/creative/wp-content/cache/min/8/b707e1b390aed47a47305dcd6ea6281a.js	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/cache/min/8/b707e1b390aed47a47305dcd6ea6281a.js	(from https://themebubble.com/demo/webify/creative/about/)
12:15:54	28848/28848	---M-Z	200	added ('OK')	application/json	date:Fri,%2016%20Feb%202024%2006:45:54%20GMT	https://themebubble.com/demo/webify/creative/wp-json/wp/v2/pages/117	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-json/wp/v2/pages/117.json	(from https://themebubble.com/demo/webify/creative/blog/)
12:15:55	810237/810237	---MCZ	200	added ('OK')	text/css	date:Mon,%2018%20Sep%202023%2023:28:19%20GMT	https://themebubble.com/demo/webify/creative/wp-content/cache/min/8/56a588b2cce8e36bfe15fb189d63c588.css	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/cache/min/8/56a588b2cce8e36bfe15fb189d63c588.css	(from https://themebubble.com/demo/webify/creative/blog/)
12:15:55	2830/2830	---M-Z	200	added ('OK')	application/json	date:Fri,%2016%20Feb%202024%2006:45:55%20GMT	https://themebubble.com/demo/webify/creative/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fcreative%2Fblog%2F	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-json/oembed/1.0/embed95b6.json	(from https://themebubble.com/demo/webify/creative/blog/)
12:15:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:45:56%20GMT	https://themebubble.com/demo/webify/creative/?p=117	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/index8320.html	(from https://themebubble.com/demo/webify/creative/blog/)
12:15:56	2894/2894	---M-Z	200	added ('OK')	text/xml	date:Fri,%2016%20Feb%202024%2006:45:56%20GMT	https://themebubble.com/demo/webify/creative/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fcreative%2Fblog%2F&format=xml	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-json/oembed/1.0/embed84f0	(from https://themebubble.com/demo/webify/creative/blog/)
12:15:57	46396/46396	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2006:34:08%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/d2phv1q00pk-728x485.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/d2phv1q00pk-728x485.jpg	(from https://themebubble.com/demo/webify/creative/blog/)
12:15:58	34803/34803	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2006:34:08%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/qxyjgownc_i-570x392.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/qxyjgownc_i-570x392.jpg	(from https://themebubble.com/demo/webify/creative/blog/)
12:15:59	81948/81948	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2006:34:08%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/asahnlc0vhq-570x392.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/asahnlc0vhq-570x392.jpg	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:00	52831/52831	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Feb%202024%2001:42:17%20GMT	https://themebubble.com/demo/webify/creative/2019/04/15/smashing-dreams-more-of-it/	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/2019/04/15/smashing-dreams-more-of-it/index.html	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:00	53300/53300	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Feb%202024%2006:45:59%20GMT	https://themebubble.com/demo/webify/creative/2019/04/15/there-will-be-a-time-when-it-all-goes-against-you/	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/2019/04/15/there-will-be-a-time-when-it-all-goes-against-you/index.html	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:01	31791/31791	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2006:34:08%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/hxihfs_duk-570x392.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/hxihfs_duk-570x392.jpg	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:02	53007/53007	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Feb%202024%2006:46:01%20GMT	https://themebubble.com/demo/webify/creative/2019/04/15/the-life-hack-you-might-think-you-know/	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/2019/04/15/the-life-hack-you-might-think-you-know/index.html	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:02	65444/65444	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2006:34:08%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/tzz4xrrdpue-570x392.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/tzz4xrrdpue-570x392.jpg	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:03	75492/75492	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2006:34:08%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/8adn4itl-lu-570x392.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/8adn4itl-lu-570x392.jpg	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:04	53028/53028	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Feb%202024%2006:46:03%20GMT	https://themebubble.com/demo/webify/creative/2019/04/15/sublime-art-of-not-worrying-at-all/	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/2019/04/15/sublime-art-of-not-worrying-at-all/index.html	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:04	77348/77348	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2006:34:08%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/l7ewhkq1b2s-570x392.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/l7ewhkq1b2s-570x392.jpg	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:05	53077/53077	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Feb%202024%2006:46:04%20GMT	https://themebubble.com/demo/webify/creative/2019/04/15/a-brief-history-of-everything-in-between/	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/2019/04/15/a-brief-history-of-everything-in-between/index.html	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:05	19443/19443	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Apr%202020%2014:28:08%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/Untitled-1.png	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/Untitled-1.png	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:06	53083/53083	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Feb%202024%2006:46:05%20GMT	https://themebubble.com/demo/webify/creative/2019/04/15/what-to-expect-in-a-changed-lifestyle/	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/2019/04/15/what-to-expect-in-a-changed-lifestyle/index.html	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:06	61615/61615	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Apr%202020%2014:30:30%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/hcfwew744z4.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/hcfwew744z4.jpg	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:07	45221/45221	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Feb%202024%2004:59:52%20GMT	https://themebubble.com/demo/webify/creative/blog/page/2/	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/blog/page/2/index.html	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:08	36562/36562	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Apr%202020%2014:31:29%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/d2phv1q00pk.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/d2phv1q00pk.jpg	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:08	82754/82754	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Apr%202020%2014:29:49%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/l7ewhkq1b2s.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/l7ewhkq1b2s.jpg	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:09	46824/46824	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Apr%202020%2014:30:10%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/8adn4itl-lu.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/8adn4itl-lu.jpg	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:10	66084/66084	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Apr%202020%2014:30:50%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/tzz4xrrdpue.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/tzz4xrrdpue.jpg	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:11	25132/25132	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Apr%202020%2014:31:19%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/hxihfs_duk.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/hxihfs_duk.jpg	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:14	413110/413110	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2018%20Sep%202023%2023:28:18%20GMT	https://themebubble.com/demo/webify/creative/wp-content/cache/min/8/212eacf09901024b5b7a9faddda0bf83.js	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/cache/min/8/212eacf09901024b5b7a9faddda0bf83.js	(from https://themebubble.com/demo/webify/creative/blog/)
12:16:15	2890/2890	---M-Z	200	added ('OK')	application/json	date:Fri,%2016%20Feb%202024%2006:46:15%20GMT	https://themebubble.com/demo/webify/creative/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fcreative%2Fcontact%2F	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-json/oembed/1.0/embed9589.json	(from https://themebubble.com/demo/webify/creative/contact/)
12:16:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:46:16%20GMT	https://themebubble.com/demo/webify/creative/?p=497	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/indexdd54.html	(from https://themebubble.com/demo/webify/creative/contact/)
12:16:17	2956/2956	---M-Z	200	added ('OK')	text/xml	date:Fri,%2016%20Feb%202024%2006:46:17%20GMT	https://themebubble.com/demo/webify/creative/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fcreative%2Fcontact%2F&format=xml	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-json/oembed/1.0/embed5eb7	(from https://themebubble.com/demo/webify/creative/contact/)
12:16:18	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:46:18%20GMT	http://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/05/Hero-new.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/05/Hero-new.67.delayed	(from https://themebubble.com/demo/webify/creative/contact/)
12:16:18	16041/16041	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Apr%202020%2014:27:09%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/05/Hero-new.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/05/Hero-new.jpg	(from https://themebubble.com/demo/webify/creative/contact/)
12:16:20	430435/430435	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Sep%202023%2023:28:20%20GMT	https://themebubble.com/demo/webify/creative/wp-content/cache/min/8/9e200bfa19e93b566c94c7b691b5d435.js	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/cache/min/8/9e200bfa19e93b566c94c7b691b5d435.js	(from https://themebubble.com/demo/webify/creative/contact/)
12:16:21	837001/837001	---MCZ	200	added ('OK')	text/css	date:Mon,%2018%20Sep%202023%2023:28:22%20GMT	https://themebubble.com/demo/webify/creative/wp-content/cache/min/8/c3a0d9df4e327d23cc40decce7855cd0.css	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/cache/min/8/c3a0d9df4e327d23cc40decce7855cd0.css	(from https://themebubble.com/demo/webify/creative/portfolio/adios-concept-design/)
12:16:21	3201/3201	---M-Z	200	added ('OK')	application/json	date:Fri,%2016%20Feb%202024%2006:46:21%20GMT	https://themebubble.com/demo/webify/creative/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fcreative%2Fportfolio%2Fadios-concept-design%2F	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-json/oembed/1.0/embedf4dd.json	(from https://themebubble.com/demo/webify/creative/portfolio/adios-concept-design/)
12:16:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:46:22%20GMT	https://themebubble.com/demo/webify/creative/?p=362	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/indexe4db.html	(from https://themebubble.com/demo/webify/creative/portfolio/adios-concept-design/)
12:16:22	3300/3300	---M-Z	200	added ('OK')	text/xml	date:Fri,%2016%20Feb%202024%2006:46:22%20GMT	https://themebubble.com/demo/webify/creative/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fcreative%2Fportfolio%2Fadios-concept-design%2F&format=xml	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-json/oembed/1.0/embed63ce	(from https://themebubble.com/demo/webify/creative/portfolio/adios-concept-design/)
12:16:23	866/866	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Apr%202020%2014:27:28%20GMT	https://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/partner-logo-02.png	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/partner-logo-02.png	(from https://themebubble.com/demo/webify/creative/portfolio/adios-concept-design/)
12:16:25	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:46:25%20GMT	http://themebubble.com/demo/webify/wp-content/uploads/2019/03/8a208067729449.5b7c09db9b960.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/03/8a208067729449.5b7c09db9b960.6f.delayed	(from https://themebubble.com/demo/webify/creative/portfolio/adios-concept-design/)
12:16:31	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:46:27%20GMT	http://themebubble.com/demo/webify/wp-content/uploads/2019/03/b970c967729449.5b98f6beba54a.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/03/b970c967729449.5b98f6beba54a.jpg	(from https://themebubble.com/demo/webify/creative/portfolio/adios-concept-design/)
12:16:35	468891/468891	---M--	200	added ('OK')	image/jpeg	etag:%225e0ee047-7279b%22	https://themebubble.com/demo/webify/wp-content/uploads/2019/03/8a208067729449.5b7c09db9b960.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/03/8a208067729449.5b7c09db9b960.jpg	(from https://themebubble.com/demo/webify/creative/portfolio/adios-concept-design/)
12:16:35	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:46:33%20GMT	http://themebubble.com/demo/webify/wp-content/uploads/2019/03/03bdc967729449.5bcdb8c6d1b87.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/03/03bdc967729449.5bcdb8c6d1b87.74.delayed	(from https://themebubble.com/demo/webify/creative/portfolio/adios-concept-design/)
12:16:36	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:46:36%20GMT	http://themebubble.com/demo/webify/wp-content/uploads/2019/04/simone-hutsch-1426997-unsplash-2.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/04/simone-hutsch-1426997-unsplash-2.jpg	(from https://themebubble.com/demo/webify/creative/portfolio/adios-concept-design/)
12:16:40	27287/27287	---M--	200	added ('OK')	image/jpeg	etag:%225e0ee047-6a97%22	https://themebubble.com/demo/webify/wp-content/uploads/2019/04/simone-hutsch-1426997-unsplash-2.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/04/simone-hutsch-1426997-unsplash-2.jpg	(from https://themebubble.com/demo/webify/creative/portfolio/adios-concept-design/)
12:16:40	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:46:38%20GMT	http://themebubble.com/demo/webify/wp-content/uploads/2019/04/cj-dayrit-1367417-unsplash-2.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/04/cj-dayrit-1367417-unsplash-2.jpg	(from https://themebubble.com/demo/webify/creative/portfolio/adios-concept-design/)
12:16:40	12584/12584	---M--	200	added ('OK')	image/jpeg	etag:%225e0ee047-3128%22	https://themebubble.com/demo/webify/wp-content/uploads/2019/04/cj-dayrit-1367417-unsplash-2.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/04/cj-dayrit-1367417-unsplash-2.jpg	(from https://themebubble.com/demo/webify/creative/portfolio/adios-concept-design/)
12:16:41	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Feb%202024%2006:46:41%20GMT	http://themebubble.com/demo/webify/wp-content/uploads/2019/04/simone-hutsch-1414445-unsplash-2.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/04/simone-hutsch-1414445-unsplash-2.jpg	(from https://themebubble.com/demo/webify/creative/portfolio/adios-concept-design/)
12:16:42	34819/34819	---M--	200	added ('OK')	image/jpeg	etag:%225e0ee047-8803%22	https://themebubble.com/demo/webify/wp-content/uploads/2019/04/simone-hutsch-1414445-unsplash-2.jpg	/home/jeets/websites/crm-parallax-website/themebubble.com/demo/webify/wp-content/uploads/2019/04/simone-hutsch-1414445-unsplash-2.jpg	(from https://themebubble.com/demo/webify/creative/portfolio/adios-concept-design/)
